time,lat,lon,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1993-06-23T17:19:26.750Z,27.529,92.616,33,4.6,mb,,,,0.8,us,usp0005v2d,2014-11-07T00:53:18.789Z,"34 km NNE of Bomdila, India",earthquake,,,,26,reviewed,us,us
1993-05-28T14:20:28.620Z,26.795,93.301,33,4.6,mb,,,,0.4,us,usp0005tmx,2014-11-07T00:53:05.312Z,"32 km WSW of Gohpur, India",earthquake,,,,3,reviewed,us,us
1993-04-12T00:57:57.980Z,28.314,82.799,33,4.7,mb,,,,1.4,us,usp0005r1g,2014-11-07T00:52:48.660Z,"38 km ENE of Besisahar, Nepal",earthquake,,,,7,reviewed,us,us
1993-03-31T13:44:10.110Z,29.091,87.349,20.1,5.1,mb,,,,0.9,us,usp0005qey,2022-04-28T18:19:45.912Z,"136 km NNE of Lobujya, Nepal",earthquake,,,,76,reviewed,us,us
1993-03-25T20:16:55.620Z,29.625,80.551,33,4.6,mb,,,,0.8,us,usp0005q48,2014-11-07T00:52:38.613Z,"22 km S of D?rchul?, Nepal",earthquake,,,,12,reviewed,us,us
1993-03-20T21:26:39.450Z,28.994,87.383,21.1,5.2,mw,,,,1.1,us,usp0005pvs,2022-04-28T18:19:06.179Z,"128 km NNE of Lobujya, Nepal",earthquake,,,,,reviewed,us,hrv
1993-03-20T14:51:59.770Z,29.084,87.333,12.2,6.2,mw,,,,1.1,us,usp0005pv9,2022-04-28T18:19:03.777Z,"135 km NNE of Lobujya, Nepal",earthquake,,,,,reviewed,us,hrv
1993-02-20T17:33:31.930Z,32.38,90.11,27.6,4.6,mb,,,,1.3,us,usp0005ndc,2014-11-07T00:52:26.018Z,"209 km WNW of Nagqu, China",earthquake,,,,27,reviewed,us,us
1993-02-16T17:21:06.130Z,30.944,90.042,33,4.5,mb,,,,0.9,us,usp0005n6m,2014-11-07T00:52:24.737Z,"126 km NNW of Dêqên, China",earthquake,,,,3,reviewed,us,us
1993-02-15T20:14:07.700Z,31.089,90.225,33,3.8,mb,,,,0.6,us,usp0005n54,2014-11-07T00:52:24.590Z,"133 km NNW of Dêqên, China",earthquake,,,,1,reviewed,us,us
1993-02-15T08:45:50.510Z,30.851,90.388,33,4.6,mb,,,,1.1,us,usp0005n43,2014-11-07T00:52:24.402Z,"103 km NNW of Dêqên, China",earthquake,,,,17,reviewed,us,us
1993-01-18T15:35:32.060Z,31.164,89.811,33,4,mb,,,,0.6,us,usp0005kxh,2014-11-07T00:52:15.214Z,"159 km NNW of Dêqên, China",earthquake,,,,1,reviewed,us,us
1993-01-18T14:49:43.730Z,30.865,90.45,33,4.5,mb,,,,1.4,us,usp0005kxf,2014-11-07T00:52:15.210Z,"103 km NNW of Dêqên, China",earthquake,,,,15,reviewed,us,us
1993-01-18T13:28:06.620Z,30.817,90.439,33,4.2,mb,,,,1.3,us,usp0005kxd,2014-11-07T00:52:15.206Z,"98 km NNW of Dêqên, China",earthquake,,,,8,reviewed,us,us
1993-01-18T12:42:07.870Z,30.837,90.373,33,5.9,mw,,,,1.3,us,usp0005kx9,2022-04-28T18:23:14.553Z,"102 km NNW of Dêqên, China",earthquake,,,,,reviewed,us,hrv
1993-01-12T08:52:43.010Z,31.169,80.309,33,4.8,mb,,,,1.3,us,usp0005knb,2014-11-07T00:52:13.450Z,"98 km NE of Josh?math, India",earthquake,,,,22,reviewed,us,us
1993-01-02T14:53:38.310Z,29.145,81.119,14.7,4.9,mb,,,,0.9,us,usp0005k7w,2022-04-28T18:21:24.835Z,"21 km SE of Dipayal, Nepal",earthquake,,,,40,reviewed,us,us
1992-11-28T16:11:35.430Z,31.82,82.63,33,4.7,mb,,,,1,us,usp0005hjb,2014-11-07T00:51:55.282Z,"218 km NE of Burang, China",earthquake,,,,9,reviewed,us,us
1992-11-26T12:44:34.290Z,31.764,83.797,33,4.6,mb,,,,1.2,us,usp0005hdv,2014-11-07T00:51:54.747Z,western Xizang,earthquake,,,,24,reviewed,us,us
1992-11-11T05:27:31.050Z,27.638,92.852,68.4,4.5,mb,,,,1.5,us,usp0005gpd,2014-11-07T00:51:51.243Z,"59 km NE of Bomdila, India",earthquake,,13.8,,8,reviewed,us,us
1992-10-31T01:56:05.240Z,27.652,93.158,33,4.4,mb,,,,0.6,us,usp0005g3n,2014-11-07T00:51:44.183Z,"67 km W of Ziro, India",earthquake,,,,4,reviewed,us,us
1992-08-16T20:16:40.270Z,30.135,92.105,33,5,mb,,,,1.2,us,usp0005cjq,2022-04-28T18:39:28.723Z,"110 km ENE of Lhasa, China",earthquake,,,,55,reviewed,us,us
1992-08-09T22:34:46.450Z,28.697,86.533,37.4,4.3,mb,,,,1.3,us,usp0005c7s,2014-11-07T00:51:14.808Z,"87 km NNW of Lobujya, Nepal",earthquake,,15.1,,12,reviewed,us,us
1992-08-09T15:16:30.650Z,30.931,78.487,33,4,mb,,,,0.5,us,usp0005c7b,2014-11-07T00:51:14.712Z,"22 km N of Uttark?shi, India",earthquake,,,,3,reviewed,us,us
1992-08-08T19:50:42.630Z,29.871,90.271,33,4.3,mb,,,,0.4,us,usp0005c69,2014-11-07T00:51:14.610Z,"44 km WSW of Dêqên, China",earthquake,,,,2,reviewed,us,us
1992-08-04T22:50:03.050Z,29.893,90.362,10,4.2,mb,,,,1,us,usp0005bzy,2014-11-07T00:51:13.568Z,"35 km WSW of Dêqên, China",earthquake,,,,5,reviewed,us,us
1992-07-30T19:06:13.370Z,29.757,90.166,33,4.3,mb,,,,1.1,us,usp0005brn,2014-11-07T00:51:08.696Z,"58 km WSW of Dêqên, China",earthquake,,,,4,reviewed,us,us
1992-07-30T17:28:53.970Z,30.001,90.362,33,4.5,mb,,,,1.1,us,usp0005brg,2014-11-07T00:51:08.688Z,"34 km W of Dêqên, China",earthquake,,,,3,reviewed,us,us
1992-07-30T13:36:42.070Z,29.769,90.308,33,4.4,mb,,,,0.7,us,usp0005br9,2014-11-07T00:51:08.667Z,"45 km WSW of Dêqên, China",earthquake,,,,3,reviewed,us,us
1992-07-30T09:07:39.190Z,29.899,90.272,33,4.2,mb,,,,0.6,us,usp0005bqx,2014-11-07T00:51:08.639Z,"43 km W of Dêqên, China",earthquake,,,,2,reviewed,us,us
1992-07-30T08:24:46.650Z,29.584,90.163,14.1,6.1,mwb,,,,1.2,us,usp0005bqv,2022-04-28T18:42:40.564Z,"68 km SW of Dêqên, China",earthquake,,,,,reviewed,us,us
1992-07-26T23:31:33.630Z,29.064,80.202,33,3.5,ml,,,,1.3,us,usp0005bhv,2014-11-07T00:51:07.780Z,"8 km E of Tanakpur, India",earthquake,,,,,reviewed,us,ndi
1992-07-24T06:24:17.620Z,29.288,90.198,33,4.8,mb,,,,1.2,us,usp0005bct,2014-11-07T00:51:07.100Z,"71 km NE of Jiangzi, China",earthquake,,,,8,reviewed,us,us
1992-07-21T05:06:07.580Z,31.473,78.046,33,3.9,mb,,,,0.7,us,usp0005b77,2014-11-07T00:51:06.177Z,"24 km E of Sar?han, India",earthquake,,,,2,reviewed,us,us
1992-06-21T08:07:46.570Z,30.428,89.394,27.8,4.2,mb,,,,1,us,usp00059d6,2014-11-07T00:50:51.234Z,"137 km WNW of Dêqên, China",earthquake,,7.5,,2,reviewed,us,us
1992-06-14T11:12:37.570Z,26.992,92.741,33,3.6,mb,,,,0.4,us,usp000593e,2014-11-07T00:50:49.889Z,"18 km NNE of Rang?p?ra, India",earthquake,,,,1,reviewed,us,us
1992-06-13T15:40:05.410Z,28.945,82.927,32.9,4.9,ms,,,,1.1,us,usp000591s,2014-11-07T00:50:49.685Z,"81 km ESE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
1992-06-12T11:45:34.430Z,30.125,78.885,33,4.8,mb,,,,1.6,us,usp00058zs,2014-11-07T00:50:49.453Z,"10 km ESE of Pauri, India",earthquake,,,,3,reviewed,us,us
1992-06-02T22:07:45.370Z,28.984,81.913,56.3,5.2,mb,,,,1,us,usp00058kj,2022-04-28T18:42:50.386Z,"25 km NE of Dailekh, Nepal",earthquake,,,,88,reviewed,us,us
1992-04-28T01:36:28.910Z,32.145,85.066,33,3.8,mb,,,,1.3,us,usp00056kb,2014-11-07T00:50:30.608Z,western Xizang,earthquake,,,,2,reviewed,us,us
1992-04-22T06:08:49.070Z,30.968,78.242,33,4.5,mb,,,,1.2,us,usp000564r,2014-11-07T00:50:28.680Z,"18 km N of Barkot, India",earthquake,,,,13,reviewed,us,us
1992-04-20T18:50:28.300Z,27.256,92.077,33,4.6,mb,,,,1.4,us,usp000562a,2014-11-07T00:50:28.470Z,"34 km W of Bomdila, India",earthquake,,,,20,reviewed,us,us
1992-04-13T03:47:51.050Z,31.958,88.339,33,4.6,mb,,,,1.4,us,usp00055qk,2014-11-07T00:50:27.031Z,western Xizang,earthquake,,,,19,reviewed,us,us
1992-04-04T17:43:20.710Z,28.147,87.979,33,4.9,mb,,,,1.1,us,usp00055b6,2014-11-07T00:50:24.619Z,"88 km NW of Mangan, India",earthquake,,,,41,reviewed,us,us
1992-04-01T20:54:03.780Z,31.964,83.754,51.7,4.1,mb,,,,0.7,us,usp000556y,2014-11-07T00:50:23.097Z,western Xizang,earthquake,,9,,11,reviewed,us,us
1992-04-01T13:41:03.930Z,27.392,87.065,33,4.3,mb,,,,1.4,us,usp000556k,2014-11-07T00:50:22.864Z,"14 km W of Kh??db?ri??, Nepal",earthquake,,,,10,reviewed,us,us
1992-03-31T00:28:24.470Z,32.16,80.746,33,3.6,mb,,,,0.5,us,usp000553e,2014-11-07T00:50:20.307Z,"210 km NNE of Josh?math, India",earthquake,,,,1,reviewed,us,us
1992-03-24T19:32:10.350Z,31.545,81.54,15.6,4.8,mb,,,,1.2,us,usp00054sg,2014-11-07T00:50:18.565Z,"142 km NNE of Burang, China",earthquake,,,,24,reviewed,us,us
1992-03-14T12:40:26.030Z,30.664,78.829,30.3,4.8,mb,,,,0.8,us,usp000548q,2014-11-07T00:50:15.925Z,"37 km ESE of Uttark?shi, India",earthquake,,,,28,reviewed,us,us
1992-03-07T22:41:50.810Z,29.442,89.37,112.6,4.3,mb,,,,1.1,us,usp00053zy,2014-11-07T00:50:14.821Z,"51 km ENE of Rikaze, China",earthquake,,9.8,,10,reviewed,us,us
1992-03-02T14:48:18.150Z,30.542,78.538,33,4,mb,,,,0.6,us,usp00053s1,2014-11-07T00:50:12.755Z,"17 km NNE of Tehri, India",earthquake,,,,2,reviewed,us,us
1992-01-30T05:55:47.870Z,29.291,81.128,33,4.6,mb,,,,1.3,us,usp00052e2,2014-11-07T00:49:57.682Z,"18 km E of Dipayal, Nepal",earthquake,,,,6,reviewed,us,us
1992-01-08T17:41:41.570Z,30.137,92.449,33,4,mb,,,,1.3,us,usp00051ja,2014-11-07T00:49:53.902Z,"141 km ENE of Lhasa, China",earthquake,,,,3,reviewed,us,us
1991-12-24T21:27:52.130Z,30.003,92.544,33,4.4,mb,,,,0.7,us,usp00050xr,2014-11-07T00:49:47.071Z,"144 km ENE of Lhasa, China",earthquake,,,,7,reviewed,us,us
1991-12-21T19:52:45.500Z,27.904,88.139,57.1,4.9,mb,,,,1.2,us,usp00050rs,2014-11-07T00:49:46.277Z,"57 km NW of Mangan, India",earthquake,,8.9,,27,reviewed,us,us
1991-12-09T01:02:46.510Z,29.543,81.632,29.4,5.6,mb,,,,0.9,us,usp0005071,2022-04-28T18:57:16.530Z,"61 km WNW of Jumla, Nepal",earthquake,,,,96,reviewed,us,us
1991-10-27T13:19:56.150Z,29.5,79.049,33,3.9,ml,,,,0.7,us,usp0004yft,2014-11-07T00:49:27.962Z,"14 km NNW of R?mnagar, India",earthquake,,,,,reviewed,us,ndi
1991-10-27T00:40:23.370Z,30.434,78.549,33,4.2,mb,,,,0.7,us,usp0004yey,2014-11-07T00:49:27.801Z,"Uttaranchal, India",earthquake,,,,3,reviewed,us,us
1991-10-21T14:02:47.380Z,30.777,78.8,33,4,mb,,,,0.6,us,usp0004y4f,2014-11-07T00:49:25.989Z,"34 km E of Uttark?shi, India",earthquake,,,,1,reviewed,us,us
1991-10-20T07:56:31.740Z,30.847,78.777,33,4.2,mb,,,,0.6,us,usp0004y2p,2014-11-07T00:49:25.857Z,"34 km ENE of Uttark?shi, India",earthquake,,,,2,reviewed,us,us
1991-10-20T05:32:26.850Z,30.79,78.686,26.5,4.9,mb,,,,0.9,us,usp0004y2g,2022-04-28T19:02:34.889Z,"24 km ENE of Uttark?shi, India",earthquake,,,,39,reviewed,us,us
1991-10-20T04:20:28.930Z,30.899,78.832,33,4.5,mb,,,,0.9,us,usp0004y2a,2014-11-07T00:49:25.819Z,"41 km ENE of Uttark?shi, India",earthquake,,,,6,reviewed,us,us
1991-10-20T03:34:30.860Z,30.945,78.922,33,4.3,mb,,,,0.7,us,usp0004y27,2014-11-07T00:49:25.815Z,"51 km ENE of Uttark?shi, India",earthquake,,,,2,reviewed,us,us
1991-10-19T22:41:15.440Z,30.747,78.723,17,4.8,mb,,,,1,us,usp0004y1t,2014-11-07T00:49:25.776Z,"26 km E of Uttark?shi, India",earthquake,,,,13,reviewed,us,us
1991-10-19T21:23:14.300Z,30.78,78.774,10.3,6.8,mwb,,,,1.2,us,usp0004y1r,2022-04-28T19:02:24.458Z,"32 km E of Uttark?shi, India",earthquake,,,,,reviewed,us,us
1991-10-15T19:11:00.950Z,30.565,79.311,33,4.5,mb,,,,1.1,us,usp0004xvj,2014-11-07T00:49:24.195Z,"19 km NW of P?palkoti, India",earthquake,,,,9,reviewed,us,us
1991-09-27T23:31:21.400Z,32.444,93.354,33,4.3,mb,,,,0.3,us,usp0004x4s,2014-11-07T00:49:17.830Z,"162 km NE of Nagqu, China",earthquake,,,,1,reviewed,us,us
1991-09-27T11:56:40.800Z,29.911,90.423,33,3.7,mb,,,,0.5,us,usp0004x3y,2014-11-07T00:49:17.638Z,"29 km W of Dêqên, China",earthquake,,,,1,reviewed,us,us
1991-08-20T05:06:25.860Z,30.63,79.767,33,4.2,mb,,,,1.5,us,usp0004vm7,2014-11-07T00:49:06.888Z,"21 km ENE of Joshīmath, India",earthquake,,,,5,reviewed,us,us
1991-08-16T01:23:27.540Z,30.861,78.651,33,4.2,mb,,,,0.2,us,usp0004ve1,2014-11-07T00:49:06.073Z,"24 km NE of Uttark?shi, India",earthquake,,,,2,reviewed,us,us
1991-07-02T23:31:58.580Z,32.11,85.101,16.5,4.7,mb,,,,1.2,us,usp0004tq7,2014-11-07T00:48:51.296Z,western Xizang,earthquake,,,,29,reviewed,us,us
1991-06-23T10:04:00.330Z,26.637,93.187,33.2,5.3,mb,,,,0.9,us,usp0004tab,2022-04-28T19:12:05.499Z,"Assam, India",earthquake,,,,94,reviewed,us,us
1991-06-15T17:42:12.510Z,31.175,86.582,33,4.4,mb,,,,1.2,us,usp0004szp,2014-11-07T00:48:45.179Z,"243 km NNE of Saga, China",earthquake,,,,4,reviewed,us,us
1991-06-10T21:30:11.950Z,29.266,80.281,58.1,4.6,mb,,,,1.2,us,usp0004sry,2014-11-07T00:48:44.091Z,"21 km ESE of Champawat, India",earthquake,,10.8,,11,reviewed,us,us
1991-06-01T02:49:24.700Z,28.743,81.714,33,4.3,mb,,,,1.3,us,usp0004sc1,2014-11-07T00:48:40.087Z,"11 km S of Dailekh, Nepal",earthquake,,,,7,reviewed,us,us
1991-05-27T21:06:57.360Z,29.349,80.304,52.6,4.6,mb,,,,1,us,usp0004s5j,2014-11-07T00:48:37.709Z,"21 km ESE of Lohagh?t, India",earthquake,,8.6,,19,reviewed,us,us
1991-05-26T05:29:14.870Z,29.34,80.332,64.9,4.5,mb,,,,1,us,usp0004s37,2014-11-07T00:48:37.438Z,"24 km ESE of Lohagh?t, India",earthquake,,10.8,,19,reviewed,us,us
1991-05-23T18:38:09.260Z,31.411,86.755,33,4.3,ms,,,,1.4,us,usp0004s0h,2014-11-07T00:48:37.122Z,"274 km NNE of Saga, China",earthquake,,,,2,reviewed,us,us
1991-05-20T00:20:39.920Z,30.985,86.774,33,4.6,mb,,,,1.1,us,usp0004rvf,2014-11-07T00:48:36.103Z,"236 km NE of Saga, China",earthquake,,,,20,reviewed,us,us
1991-05-18T06:59:22.130Z,31.675,80.092,42.6,4.5,mb,,,,1,us,usp0004rt3,2014-11-07T00:48:35.827Z,"133 km NNE of Josh?math, India",earthquake,,12,,13,reviewed,us,us
1991-05-18T04:52:19.070Z,31.654,80.092,24,4.6,mb,,,,1.3,us,usp0004rsv,2014-11-07T00:48:35.790Z,"131 km NNE of Josh?math, India",earthquake,,15.1,,19,reviewed,us,us
1991-04-22T08:48:29.990Z,30.08,79.72,33,4.6,mb,,,,0.8,us,usp0004qns,2014-11-07T00:48:26.107Z,"27 km N of B?geshwar, India",earthquake,,,,20,reviewed,us,us
1991-03-23T05:47:02.560Z,31.622,90.636,33,4.1,mb,,,,0.8,us,usp0004pdk,2014-11-07T00:48:13.646Z,"135 km W of Nagqu, China",earthquake,,,,3,reviewed,us,us
1991-03-15T04:28:16.300Z,28.317,87.683,42.6,4.6,mb,,,,1.2,us,usp0004p2m,2014-11-07T00:48:12.158Z,"94 km ENE of Lobujya, Nepal",earthquake,,16.7,,7,reviewed,us,us
1991-03-04T16:41:25.440Z,30.81,79.215,33,3.2,mb,,,,0.4,us,usp0004npb,2014-11-07T00:48:09.616Z,"43 km NW of Josh?math, India",earthquake,,,,1,reviewed,us,us
1991-02-12T14:02:56.300Z,30.614,79.288,33,4.1,mb,,,,1.2,us,usp0004mvf,2014-11-07T00:47:59.639Z,"24 km NNW of P?palkoti, India",earthquake,,,,2,reviewed,us,us
1991-01-28T00:26:09.370Z,32.275,83.205,33,3.5,mb,,,,1.1,us,usp0004m81,2014-11-07T00:47:53.286Z,"292 km NE of Burang, China",earthquake,,,,1,reviewed,us,us
1991-01-20T12:43:17.070Z,31.532,77.463,33,4.9,mb,,,,1,us,usp0004ky1,2022-04-28T19:27:45.102Z,"16 km SE of Banj?r, India",earthquake,,,,26,reviewed,us,us
1990-12-29T19:24:12.150Z,26.619,92.579,33,5,mb,,,,1.2,us,usp0004jyc,2014-11-07T00:47:40.447Z,"13 km SE of Dhekiajuli, India",earthquake,,,,7,reviewed,us,us
1990-12-20T17:04:44.080Z,28.138,82.944,66.8,4.8,mb,,,,1.2,us,usp0004jd6,2014-11-07T00:47:38.223Z,"53 km ESE of Besisahar, Nepal",earthquake,,8.8,,9,reviewed,us,us
1990-12-18T02:40:49.760Z,30.336,79.117,18.7,4.9,mb,,,,1.1,us,usp0004j9c,2014-11-07T00:47:37.759Z,"14 km ENE of Rudrapray?g, India",earthquake,,,,30,reviewed,us,us
1990-12-13T08:28:55.760Z,31.573,77.438,33,4.7,mb,,,,1,us,usp0004j2e,2014-11-07T00:47:36.571Z,"11 km SE of Banj?r, India",earthquake,,,,15,reviewed,us,us
1990-12-11T18:38:56.050Z,27.667,92.236,33,4.3,mb,,,,0.4,us,usp0004hzs,2014-11-07T00:47:36.219Z,"32 km ENE of Tawang, India",earthquake,,,,2,reviewed,us,us
1990-12-01T09:20:51.110Z,32.295,92.876,10,4.4,mb,,,,0.9,us,usp0004hmw,2014-11-07T00:47:31.397Z,"119 km NE of Nagqu, China",earthquake,,,,5,reviewed,us,us
1990-11-09T19:13:39.680Z,30.921,86.327,10,4.9,mb,,,,1,us,usp0004gq0,2014-11-07T00:47:25.807Z,"206 km NNE of Saga, China",earthquake,,,,23,reviewed,us,us
1990-11-09T19:09:23.470Z,30.733,86.289,10,4.9,mb,,,,1.3,us,usp0004gpz,2014-11-07T00:47:25.800Z,"186 km NNE of Saga, China",earthquake,,,,21,reviewed,us,us
1990-11-09T16:50:42.700Z,30.632,86.233,10,4.7,mb,,,,1.1,us,usp0004gpx,2014-11-07T00:47:25.794Z,"174 km NE of Saga, China",earthquake,,,,22,reviewed,us,us
1990-10-28T17:14:50.910Z,30.682,81.555,33,4.5,mb,,,,1.1,us,usp0004g95,2014-11-07T00:47:19.287Z,"56 km NE of Burang, China",earthquake,,,,8,reviewed,us,us
1990-10-14T16:13:24.020Z,28.762,81.951,143.2,4.3,mb,,,,0.8,us,usp0004fs1,2014-11-07T00:47:16.837Z,Nepal-India border region,earthquake,,19.8,,2,reviewed,us,us
1990-10-14T09:52:41.010Z,30.823,86.385,12,4.9,mb,,,,1.4,us,usp0004frm,2014-11-07T00:47:16.802Z,"200 km NE of Saga, China",earthquake,,,,27,reviewed,us,us
1990-10-03T18:20:35.990Z,31.096,78.557,33,4.4,mb,,,,0.8,us,usp0004fb7,2014-11-07T00:47:13.480Z,"42 km NNE of Uttark?shi, India",earthquake,,,,1,reviewed,us,us
1990-09-30T19:29:53.500Z,31.21,90.242,33,4,mb,,,,0.5,us,usp0004f7f,2014-11-07T00:47:09.242Z,"145 km NNW of Dêqên, China",earthquake,,,,2,reviewed,us,us
1990-09-21T16:08:20.750Z,29.741,79.791,33,5.1,mb,,,,1,us,usp0004exz,2022-04-28T19:38:36.933Z,"10 km S of B?geshwar, India",earthquake,,,,33,reviewed,us,us
1990-09-15T06:11:13.790Z,30.448,85.46,33,4.3,mb,,,,1.5,us,usp0004erc,2014-11-07T00:47:07.074Z,"126 km N of Saga, China",earthquake,,,,2,reviewed,us,us
1990-09-02T06:29:24.830Z,26.645,92.673,45.9,5.2,mb,,,,0.9,us,usp0004e6x,2022-04-28T19:36:51.611Z,"12 km W of Tezpur, India",earthquake,,7.7,,60,reviewed,us,us
1990-08-29T02:41:35.010Z,27.187,92.755,33,4.8,mb,,,,1.1,us,usp0004e1c,2014-11-07T00:47:00.354Z,"33 km ESE of Bomdila, India",earthquake,,,,36,reviewed,us,us
1990-06-02T00:32:35.020Z,32.434,92.802,12.9,5.2,mw,,,,0.9,us,usp0004a1r,2022-04-28T19:45:36.782Z,"127 km NE of Nagqu, China",earthquake,,,,,reviewed,us,hrv
1990-05-22T09:00:23.340Z,29.765,90.228,33,3.9,mb,,,,1.4,us,usp00049m2,2014-11-07T00:46:23.618Z,"52 km WSW of Dêqên, China",earthquake,,,,2,reviewed,us,us
1990-05-20T18:01:57.390Z,28.26,83.193,62.1,4.5,mb,,,,0.8,us,usp00049jd,2014-11-07T00:46:23.435Z,"38 km W of B?glung, Nepal",earthquake,,20.2,,6,reviewed,us,us
1990-05-20T09:10:02.320Z,28.458,83.343,33,4.8,mb,,,,0.8,us,usp00049hx,2014-11-07T00:46:23.236Z,"31 km NW of B?glung, Nepal",earthquake,,,,27,reviewed,us,us
1990-05-16T11:12:33.210Z,32.345,92.782,33,4,mb,,,,1.4,us,usp00049cd,2014-11-07T00:46:22.266Z,"118 km NE of Nagqu, China",earthquake,,,,4,reviewed,us,us
1990-05-13T15:34:50.910Z,31.806,87.896,33,4.3,mb,,,,1.6,us,usp000498x,2014-11-07T00:46:21.628Z,"298 km NNW of Rikaze, China",earthquake,,,,5,reviewed,us,us
1990-05-13T04:43:48.990Z,32.395,92.77,33,4.6,mb,,,,0.3,us,usp0004987,2014-11-07T00:46:21.571Z,"122 km NNE of Nagqu, China",earthquake,,,,4,reviewed,us,us
1990-05-06T10:30:08.190Z,29.88,90.073,33,4.5,mb,,,,1.5,us,usp00048xv,2014-11-07T00:46:18.680Z,"63 km W of Dêqên, China",earthquake,,,,11,reviewed,us,us
1990-04-03T01:08:17.010Z,31.736,78.731,51.2,3.9,mb,,,,1.4,us,usp00047d8,2014-11-07T00:46:04.649Z,"92 km ENE of Sar?han, India",earthquake,,17.4,,5,reviewed,us,us
1990-03-01T18:47:26.790Z,28.503,88.599,33,4.3,mb,,,,1.3,us,usp0004629,2014-11-07T00:45:50.730Z,"87 km SSW of Rikaze, China",earthquake,,,,1,reviewed,us,us
1990-02-27T10:04:33.040Z,31.357,86.87,33,4.1,mb,,,,1.5,us,usp00045z3,2014-11-07T00:45:48.278Z,"275 km NE of Saga, China",earthquake,,,,4,reviewed,us,us
1990-02-23T14:25:18.390Z,29.321,90.114,10,4.3,mb,,,,0.8,us,usp00045u0,2014-11-07T00:45:47.573Z,"66 km NE of Jiangzi, China",earthquake,,,,2,reviewed,us,us
1990-02-22T13:33:13.380Z,29.216,90.092,26,5,mb,,,,1.2,us,usp00045sg,2014-11-07T00:45:47.386Z,"58 km NE of Jiangzi, China",earthquake,,8.2,,15,reviewed,us,us
1990-02-21T07:21:17.300Z,28.082,82.43,33,4.8,mb,,,,1.2,us,usp00045qv,2014-11-07T00:45:47.214Z,"14 km ESE of Tuls?pur, Nepal",earthquake,,,,7,reviewed,us,us
1990-02-18T18:12:47.270Z,29.078,90.031,10,4.5,mb,,,,1.3,us,usp00045m0,2014-11-07T00:45:45.717Z,"45 km ENE of Jiangzi, China",earthquake,,,,2,reviewed,us,us
1990-02-09T15:51:23.020Z,29.925,80.73,33,4.6,mb,,,,1,us,usp000458a,2014-11-07T00:45:41.243Z,"20 km ENE of D?rchul?, Nepal",earthquake,,,,15,reviewed,us,us
1990-01-30T15:06:26.080Z,28.599,85.714,52.4,4.5,mb,,,,1.5,us,usp00044wj,2014-11-07T00:45:36.100Z,"74 km NNW of Kod?ri??, Nepal",earthquake,,17.7,,3,reviewed,us,us
1990-01-09T02:29:26.690Z,28.225,88.163,79.1,5.5,mb,,,,1,us,usp0004417,2022-04-28T20:00:52.912Z,"86 km NNW of Mangan, India",earthquake,,,,53,reviewed,us,us
1989-10-10T04:11:00.630Z,28.653,87.481,75.7,4.6,mb,,,,0.9,us,usp00040gz,2014-11-07T00:45:00.825Z,"101 km NE of Lobujya, Nepal",earthquake,,14,,4,reviewed,us,us
1989-09-19T17:07:46.150Z,26.793,92.794,67.9,4.6,mb,,,,1.3,us,usp0003zsw,2014-11-07T00:44:53.321Z,"13 km ESE of Rang?p?ra, India",earthquake,,12.3,,11,reviewed,us,us
1989-08-28T19:08:55.990Z,29.16,80.787,33,3.9,mb,,,,1.6,us,usp0003z0k,2014-11-07T00:44:45.333Z,"18 km SW of Dipayal, Nepal",earthquake,,,,4,reviewed,us,us
1989-07-14T10:57:08.840Z,31.184,84.685,33,4.3,mb,,,,1.3,us,usp0003xah,2014-11-07T00:44:33.045Z,"212 km NNW of Saga, China",earthquake,,,,4,reviewed,us,us
1989-05-22T19:24:34.980Z,27.243,87.886,33.8,5,mb,,,,0.9,us,usp0003vhk,2022-04-28T20:18:18.483Z,"37 km W of Gyalshing, India",earthquake,,8.2,,39,reviewed,us,us
1989-04-19T16:40:28.380Z,30.133,90.046,33,4.5,mb,,,,1.1,us,usp0003u4w,2014-11-07T00:44:00.761Z,"67 km WNW of Dêqên, China",earthquake,,,,5,reviewed,us,us
1989-04-09T02:31:36.170Z,29.177,90.077,10,5.2,mw,,,,1,us,usp0003trs,2022-04-28T20:20:18.002Z,Eastern Xizang,earthquake,,,,,reviewed,us,hrv
1989-03-08T20:02:03.850Z,26.987,92.751,33,5.1,mb,,,,0.9,us,usp0003srt,2022-04-28T20:23:19.666Z,"18 km NNE of Rang?p?ra, India",earthquake,,,,42,reviewed,us,us
1989-03-08T07:21:26.040Z,28.001,84.028,33,4.5,mb,,,,0.8,us,usp0003sr3,2014-11-07T00:43:47.884Z,"16 km NE of Bhattarai Danda, Nepal",earthquake,,,,3,reviewed,us,us
1989-03-01T22:52:49.570Z,28.191,83.954,33,4.2,mb,,,,1.3,us,usp0003sg7,2014-11-07T00:43:41.695Z,"8 km S of Pokhara, Nepal",earthquake,,,,3,reviewed,us,us
1989-02-28T00:26:41.180Z,27.139,92.644,44.8,4.6,mb,,,,1.1,us,usp0003sdq,2014-11-07T00:43:38.746Z,"25 km ESE of Bomdila, India",earthquake,,8.3,,9,reviewed,us,us
