time,lat,lon,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-10-29T21:53:44.950Z,30,89.542,10,3.9,mb,31,106.7,,0.8,us,usp000gmca,2014-11-07T01:37:34.143Z,"104 km NE of Rikaze, China",earthquake,,,,8,reviewed,us,us
2008-10-29T11:58:14.520Z,30.257,83.519,10,3.8,mb,18,165,,1.25,us,usp000gma6,2014-11-07T01:37:33.905Z,"168 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-10-25T00:29:28.090Z,30.833,83.533,10,4,mb,16,162.8,,1.19,us,usp000gkza,2014-11-07T01:37:32.163Z,"216 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-10-24T22:58:27.230Z,30.991,83.557,10,4.2,mb,40,63.5,,1.04,us,usp000gkz1,2014-11-07T01:37:32.141Z,"231 km NE of Jumla, Nepal",earthquake,,,,8,reviewed,us,us
2008-10-23T13:00:29.470Z,29.778,90.6,10,3.6,mb,10,195.9,,0.59,us,usp000gkvg,2014-11-07T01:37:31.792Z,"23 km SSW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-22T03:31:56.350Z,30.517,83.481,10,4.1,mb,23,142.7,,1.31,us,usp000gksj,2014-11-07T01:37:31.236Z,"186 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-10-21T15:09:10.500Z,31.655,77.465,17.1,4.5,mb,67,65,,1.04,us,usp000gkrq,2014-11-07T01:37:31.062Z,"11 km E of Banj?r, India",earthquake,,14.7,,16,reviewed,us,us
2008-10-19T19:06:44.640Z,29.651,90.455,10,3.8,mb,17,147.2,,1.35,us,usp000gkkr,2014-11-07T01:37:30.518Z,"42 km SW of Dêqên, China",earthquake,,,,2,reviewed,us,us
2008-10-17T18:02:58.900Z,30.573,83.281,43.6,3.5,mb,22,148.3,,1.59,us,usp000gkfb,2014-11-07T01:37:29.996Z,"178 km NE of Jumla, Nepal",earthquake,,14.5,,3,reviewed,us,us
2008-10-16T13:26:15.210Z,29.712,90.473,4.9,4.3,mb,8,198.2,,1.35,us,usp000gkcs,2014-11-07T01:37:29.742Z,"36 km SW of Dêqên, China",earthquake,,27.9,,1,reviewed,us,us
2008-10-14T23:55:47.780Z,29.864,90.657,10,3.5,mb,16,145.4,,1.64,us,usp000gk98,2014-11-07T01:37:29.276Z,"12 km SSW of Dêqên, China",earthquake,,,,4,reviewed,us,us
2008-10-13T05:43:38.730Z,29.787,90.506,10,3.7,mb,11,125.2,,1.38,us,usp000gk4z,2014-11-07T01:37:28.097Z,"28 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-11T03:32:27.730Z,29.799,90.511,10,3.9,mb,18,146.3,,0.79,us,usp000gjxk,2014-11-07T01:37:27.195Z,"26 km SW of Dêqên, China",earthquake,,,,4,reviewed,us,us
2008-10-11T02:31:19.690Z,29.657,90.511,10,4,mb,15,168.5,,0.84,us,usp000gjxd,2014-11-07T01:37:27.127Z,"39 km SSW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-10T21:18:46.660Z,29.797,90.59,10,4.6,mb,83,67.9,,0.82,us,usp000gjwv,2014-11-07T01:37:27.027Z,"22 km SW of Dêqên, China",earthquake,,,,32,reviewed,us,us
2008-10-10T20:08:59.240Z,30.987,83.563,40.8,3.5,mb,23,157.7,,0.91,us,usp000gjwr,2014-11-07T01:37:27.013Z,"231 km NE of Jumla, Nepal",earthquake,,10,,4,reviewed,us,us
2008-10-10T11:36:10.570Z,29.777,90.556,10,4.4,mb,10,154.9,,0.97,us,usp000gjvg,2014-11-07T01:37:26.841Z,"25 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-09T23:55:32.130Z,30.928,83.533,29.4,3.5,mb,21,148.1,,0.81,us,usp000gjtq,2014-11-07T01:37:26.553Z,"224 km NE of Jumla, Nepal",earthquake,,17.2,,3,reviewed,us,us
2008-10-09T17:59:22.620Z,29.654,90.478,10,4.5,mb,18,168.6,,0.99,us,usp000gjt2,2014-11-07T01:37:26.458Z,"41 km SW of Dêqên, China",earthquake,,,,2,reviewed,us,us
2008-10-09T13:28:30.160Z,29.685,90.624,10,4.5,mb,6,204.4,,0.17,us,usp000gjsf,2014-11-07T01:37:26.378Z,"32 km SSW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-09T03:28:46.840Z,29.684,90.361,10,4.8,mb,56,103.2,,1.08,us,usp000gjrr,2014-11-07T01:37:26.317Z,"46 km SW of Dêqên, China",earthquake,,,,18,reviewed,us,us
2008-10-08T15:47:01.450Z,29.708,90.489,10,4,mb,10,168.4,,1.22,us,usp000gjqf,2014-11-07T01:37:26.141Z,"35 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-08T14:07:16.290Z,29.757,90.328,9,5.5,mwc,241,24,,0.83,us,usp000gjqa,2020-09-21T15:50:20.266Z,"44 km WSW of Dêqên, China",earthquake,,,,,reviewed,us,gcmt
2008-10-08T14:03:05.940Z,29.733,90.547,10,4.3,mb,10,196.3,,0.37,us,usp000gjq9,2014-11-07T01:37:26.109Z,"30 km SSW of Dêqên, China",earthquake,,,,2,reviewed,us,us
2008-10-08T08:39:32.470Z,29.729,90.392,10,3.4,mb,13,173.8,,1.43,us,usp000gjps,2014-11-07T01:37:25.203Z,"40 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-07T18:09:37.280Z,27.47,87.843,3.3,3.8,mb,30,79.3,,1.11,us,usp000gjnf,2014-11-07T01:37:24.984Z,"45 km WNW of Gyalshing, India",earthquake,,9.9,,7,reviewed,us,us
2008-10-06T23:12:24.830Z,29.652,90.498,10,4.1,mb,15,147.1,,0.76,us,usp000gjkq,2014-11-07T01:37:24.757Z,"40 km SSW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T21:08:14.280Z,29.756,90.572,10,3.4,mb,11,160.1,,0.8,us,usp000gjkg,2014-11-07T01:37:24.740Z,"26 km SSW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T19:03:01.270Z,29.77,90.631,10,4.7,mb,8,197.2,,0.49,us,usp000gjk2,2014-11-07T01:37:24.694Z,"22 km SSW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T14:26:22.980Z,29.752,91.048,24.5,4.6,mb,8,170.5,,0.44,us,usp000gjjd,2014-11-07T01:37:24.647Z,"12 km NNW of Lhasa, China",earthquake,,6.3,,2,reviewed,us,us
2008-10-06T14:16:07.120Z,29.741,90.404,10,4.4,mb,17,125.5,,1.2,us,usp000gjjb,2014-11-07T01:37:24.642Z,"39 km SW of Dêqên, China",earthquake,,,,2,reviewed,us,us
2008-10-06T12:46:53.800Z,29.764,90.464,10,4.9,mb,73,80.2,,0.98,us,usp000gjj7,2014-11-07T01:37:24.630Z,"32 km SW of Dêqên, China",earthquake,,,,21,reviewed,us,us
2008-10-06T12:10:33.380Z,29.653,90.32,10,5.2,mwc,194,42.6,,0.94,us,usp000gjj2,2016-11-10T02:02:27.063Z,"51 km SW of Dêqên, China",earthquake,,,,,reviewed,us,gcmt
2008-10-06T11:11:30.220Z,29.747,90.354,10,4.2,mb,20,147.1,,1.16,us,usp000gjhu,2014-11-07T01:37:24.583Z,"42 km SW of Dêqên, China",earthquake,,,,3,reviewed,us,us
2008-10-06T10:28:15.780Z,29.78,90.468,10,3.9,mb,8,174.9,,1.33,us,usp000gjhn,2014-11-07T01:37:24.574Z,"31 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T10:20:15.050Z,29.696,90.422,10,4.4,mb,9,148,,0.98,us,usp000gjhk,2014-11-07T01:37:24.572Z,"41 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T10:17:11.030Z,29.806,90.42,10,5.1,mb,121,61.3,,1.12,us,usp000gjhh,2014-11-07T01:37:24.561Z,"33 km WSW of Dêqên, China",earthquake,,,,55,reviewed,us,us
2008-10-06T10:13:06.730Z,29.863,90.555,10,3.6,mb,7,181.7,,0.69,us,usp000gjhg,2014-11-07T01:37:24.559Z,"19 km SW of Dêqên, China",earthquake,,,,2,reviewed,us,us
2008-10-06T09:24:46.830Z,29.623,90.432,10,3.7,mb,15,155.7,,1.18,us,usp000gjh9,2014-11-07T01:37:24.544Z,"46 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T09:15:06.400Z,29.706,90.435,10,3.9,mb,15,147,,0.88,us,usp000gjh5,2014-11-07T01:37:24.537Z,"39 km SW of Dêqên, China",earthquake,,,,2,reviewed,us,us
2008-10-06T08:59:10.130Z,29.647,90.665,10,3.8,mb,9,168,,1.23,us,usp000gjh2,2014-11-07T01:37:24.533Z,"35 km S of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T08:56:07.210Z,29.722,90.572,10,4,mb,7,204.5,,0.61,us,usp000gjh1,2014-11-07T01:37:24.532Z,"30 km SSW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T08:45:10.770Z,29.752,90.461,10,5,mb,52,47.8,,1.05,us,usp000gjgx,2014-11-07T01:37:24.523Z,"34 km SW of Dêqên, China",earthquake,,,,34,reviewed,us,us
2008-10-06T08:45:05.540Z,29.773,90.435,10,4.7,mb,112,73.3,,1.27,us,usp000gjgw,2014-11-07T01:37:24.514Z,"34 km SW of Dêqên, China",earthquake,,,,29,reviewed,us,us
2008-10-06T08:43:49.180Z,29.748,90.44,10,4.6,mb,14,125.4,,0.97,us,usp000gjgv,2014-11-07T01:37:24.512Z,"35 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T08:38:47.820Z,29.643,90.401,10,4.8,mb,17,90.1,,1.15,us,usp000gjgu,2014-11-07T01:37:24.510Z,"46 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-10-06T08:30:45.570Z,29.807,90.35,12,6.3,mwc,434,18.4,,0.99,us,usp000gjgt,2022-05-02T21:04:15.853Z,"39 km WSW of Dêqên, China",earthquake,,,,,reviewed,us,us
2008-10-05T01:13:57.440Z,30.738,83.224,10,4.3,mb,19,110.7,,0.99,us,usp000gjbs,2014-11-07T01:37:23.786Z,"190 km NNE of Jumla, Nepal",earthquake,,,,3,reviewed,us,us
2008-10-05T01:12:01.110Z,30.658,83.278,10,4,mb,11,145.2,,0.99,us,usp000gjbr,2014-11-07T01:37:23.784Z,"186 km NE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-10-01T06:38:52.780Z,30.684,83.218,10,3.6,mb,11,194.2,,1.42,us,usp000gj2e,2014-11-07T01:37:19.698Z,"185 km NNE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-09-28T20:52:42.750Z,30.519,83.355,10,3.7,mb,15,160,,1.53,us,usp000ghwt,2014-11-07T01:37:16.098Z,"178 km NE of Jumla, Nepal",earthquake,,,,3,reviewed,us,us
2008-09-28T15:49:27.150Z,30.748,83.143,27.3,3.6,mb,10,194.2,,1.34,us,usp000ghw9,2014-11-07T01:37:16.050Z,"187 km NNE of Jumla, Nepal",earthquake,,53.7,,3,reviewed,us,us
2008-09-26T14:29:00.610Z,30.744,83.439,10,3.8,mb,7,162,,1.07,us,usp000ghs3,2014-11-07T01:37:15.117Z,"202 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-09-25T21:32:52.530Z,30.69,83.112,10,3.3,mb,17,159.7,,0.44,us,usp000ghqt,2014-11-07T01:37:14.987Z,western Xizang,earthquake,,,,3,reviewed,us,us
2008-09-25T20:17:25.560Z,30.884,83.482,10,4.9,mwc,54,51.1,,1.3,us,usp000ghqp,2016-11-10T02:02:01.833Z,"217 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,gcmt
2008-09-25T16:46:05.530Z,30.361,83.04,35.4,3.9,mb,11,200.4,,1.12,us,usp000ghq7,2014-11-07T01:37:14.932Z,western Xizang,earthquake,,17.4,,1,reviewed,us,us
2008-09-25T16:26:13.860Z,30.6,83.433,46,3.5,mb,14,159.6,,1.13,us,usp000ghq3,2014-11-07T01:37:14.923Z,"190 km NE of Jumla, Nepal",earthquake,,14.5,,2,reviewed,us,us
2008-09-25T11:19:05.260Z,30.822,83.512,10,4.1,mb,24,112.2,,0.97,us,usp000ghps,2014-11-07T01:37:14.870Z,"214 km NE of Jumla, Nepal",earthquake,,,,3,reviewed,us,us
2008-09-25T08:49:14.860Z,30.836,83.432,10,3.6,mb,11,163.1,,1.43,us,usp000ghpk,2014-11-07T01:37:14.859Z,"210 km NE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-09-25T05:31:37.800Z,30.973,83.598,10,3.8,mb,8,168.1,,1.17,us,usp000ghp8,2014-11-07T01:37:14.837Z,"232 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-09-25T01:55:59.790Z,30.789,83.404,10,4.3,mb,23,103.2,,1.17,us,usp000ghnv,2014-11-07T01:37:14.804Z,"205 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-09-25T01:47:11.190Z,30.836,83.487,4,6,mwc,270,22.5,,1.47,us,usp000ghnu,2022-05-02T21:03:37.305Z,"213 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,gcmt
2008-09-21T06:35:07.670Z,29.866,90.613,10,3.6,mb,13,124.8,,1.2,us,usp000ghf6,2014-11-07T01:37:13.941Z,"14 km SW of Dêqên, China",earthquake,,,,1,reviewed,us,us
2008-09-20T04:11:49.220Z,30.99,83.522,10,4.2,mb,28,111.3,,1.02,us,usp000ghd3,2014-11-07T01:37:13.636Z,"229 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-09-20T00:06:04.650Z,31.149,83.746,10,4.1,mb,9,197.7,,1.26,us,usp000ghcu,2014-11-07T01:37:13.563Z,"247 km NW of Saga, China",earthquake,,,,1,reviewed,us,us
2008-09-19T19:46:57.910Z,28.579,86.671,69.2,4,mb,36,67.1,,1.04,us,usp000ghc7,2014-11-07T01:37:13.464Z,"71 km NNW of Lobujya, Nepal",earthquake,,8.5,,11,reviewed,us,us
2008-09-19T13:32:22.170Z,30.678,83.281,10,3.7,mb,12,194.1,,1.44,us,usp000ghbm,2014-11-07T01:37:13.391Z,"188 km NE of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
2008-09-17T04:43:11.150Z,30.768,83.62,10,3.5,mb,11,190.4,,1.18,us,usp000gh6p,2014-11-07T01:37:12.681Z,"215 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-09-15T17:09:51.560Z,30.738,83.273,10,4.1,mb,29,97,,1.08,us,usp000gh3t,2014-11-07T01:37:12.270Z,"193 km NNE of Jumla, Nepal",earthquake,,,,7,reviewed,us,us
2008-09-15T15:49:12.780Z,30.625,83.128,10,3.7,mb,16,191.4,,0.87,us,usp000gh3n,2014-11-07T01:37:12.249Z,"175 km NNE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-09-14T08:01:37.180Z,30.548,83.046,10,3.6,mb,13,152.6,,0.71,us,usp000gh11,2014-11-07T01:37:11.941Z,"163 km NNE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-09-11T04:52:23.650Z,30.83,83.463,10,3.9,mb,26,135.3,,1.16,us,usp000ggur,2014-11-07T01:37:11.061Z,"211 km NE of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
2008-09-10T16:05:27.260Z,30.693,83.386,10,4.4,mb,32,110.8,,1.14,us,usp000ggte,2014-11-07T01:37:10.651Z,"195 km NE of Jumla, Nepal",earthquake,,,,5,reviewed,us,us
2008-09-10T03:23:37.270Z,31.022,83.707,10,3.6,mb,12,142.3,,1.31,us,usp000ggru,2014-11-07T01:37:10.297Z,"238 km NW of Saga, China",earthquake,,,,2,reviewed,us,us
2008-09-10T01:28:06.090Z,30.795,83.397,7.3,5.4,mwc,137,42.4,,0.91,us,usp000ggrj,2022-05-02T21:02:54.644Z,"205 km NE of Jumla, Nepal",earthquake,,12.2,,,reviewed,us,gcmt
2008-09-10T01:16:46.720Z,30.759,83.427,10,4.8,mb,61,95.9,,1.06,us,usp000ggrh,2014-11-07T01:37:10.158Z,"203 km NE of Jumla, Nepal",earthquake,,,,19,reviewed,us,us
2008-09-10T01:14:31.880Z,30.783,83.591,10,5.3,mwc,89,52.7,,0.84,us,usp000ggrg,2022-05-02T21:02:49.072Z,"215 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,gcmt
2008-09-09T18:37:08.880Z,30.74,83.174,10,3.5,mb,16,91,,1.18,us,usp000ggr2,2014-11-07T01:37:09.776Z,"188 km NNE of Jumla, Nepal",earthquake,,,,3,reviewed,us,us
2008-09-07T19:46:56.980Z,30.6,83.294,10,3.7,mb,27,110.9,,1.11,us,usp000ggm0,2014-11-07T01:37:08.853Z,"181 km NE of Jumla, Nepal",earthquake,,,,5,reviewed,us,us
2008-09-07T06:51:42.280Z,30.507,83.133,10,4,mb,24,160.5,,1.1,us,usp000ggk3,2014-11-07T01:37:08.607Z,"164 km NE of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
2008-09-05T14:39:44.100Z,30.804,83.261,20.9,3.9,mb,22,144,,0.98,us,usp000ggfn,2014-11-07T01:37:07.967Z,"198 km NNE of Jumla, Nepal",earthquake,,22.1,,4,reviewed,us,us
2008-09-04T20:55:44.500Z,30.739,83.187,6.4,3.6,mb,17,145.2,,1.33,us,usp000gge7,2014-11-07T01:37:07.767Z,"188 km NNE of Jumla, Nepal",earthquake,,43.1,,2,reviewed,us,us
2008-09-04T18:47:04.650Z,30.548,83.295,10,3.7,mb,8,194.3,,1.37,us,usp000ggdy,2014-11-07T01:37:07.739Z,"177 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-09-04T15:52:11.150Z,30.782,83.362,6.9,4.2,mb,32,110.7,,1.28,us,usp000ggdm,2014-11-07T01:37:07.690Z,"202 km NE of Jumla, Nepal",earthquake,,23.6,,10,reviewed,us,us
2008-09-04T12:53:11.290Z,30.279,80.349,10,5,mwc,176,48.2,,0.9,us,usp000ggda,2016-11-10T02:01:14.246Z,"50 km NNW of Dh?rchula, India",earthquake,,,,,reviewed,us,gcmt
2008-09-03T14:50:33.070Z,30.721,82.818,10,3.5,mb,13,163.6,,1.23,us,usp000ggaz,2014-11-07T01:37:07.363Z,"164 km ENE of Burang, China",earthquake,,,,1,reviewed,us,us
2008-09-02T21:19:45.780Z,30.822,83.347,10,3.6,mb,16,104.3,,0.53,us,usp000gg90,2014-11-07T01:37:06.915Z,"204 km NNE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-09-02T21:11:40.620Z,30.53,83.171,10,4,mb,28,110.9,,0.98,us,usp000gg8z,2014-11-07T01:37:06.910Z,"168 km NE of Jumla, Nepal",earthquake,,,,7,reviewed,us,us
2008-09-02T21:10:12.020Z,30.461,82.968,10,4,mb,23,118.3,,0.78,us,usp000gg8y,2014-11-07T01:37:06.905Z,"151 km NNE of Jumla, Nepal",earthquake,,,,5,reviewed,us,us
2008-09-02T03:58:56.560Z,30.815,83.157,10,3.7,mb,9,196,,0.66,us,usp000gg6v,2014-11-07T01:37:06.214Z,"194 km NNE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-09-01T11:24:03.080Z,30.777,83.469,15.5,4.5,mb,42,95.9,,0.97,us,usp000gg5c,2014-11-07T01:37:05.408Z,"207 km NE of Jumla, Nepal",earthquake,,18.1,,11,reviewed,us,us
2008-09-01T06:14:32.950Z,30.908,83.706,10,3.5,mb,7,193,,0.55,us,usp000gg4x,2014-11-07T01:37:05.103Z,"228 km NW of Saga, China",earthquake,,,,1,reviewed,us,us
2008-08-31T17:14:14.650Z,30.589,83.289,10,3.7,mb,26,135,,1.2,us,usp000gg3g,2014-11-07T01:37:02.393Z,"180 km NE of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
2008-08-31T02:37:32.360Z,30.531,83.068,10,3.8,mb,12,163.5,,0.89,us,usp000gg1t,2014-11-07T01:37:02.212Z,"163 km NNE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-08-30T21:48:42.830Z,30.635,83.276,10,3.5,mb,13,162.7,,1.15,us,usp000gg17,2014-11-07T01:37:02.033Z,"183 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-30T21:31:12.930Z,30.755,83.44,10,5,mwc,67,95.5,,1.2,us,usp000gg16,2022-05-02T21:02:26.247Z,"203 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,gcmt
2008-08-30T21:20:23.220Z,30.73,83.388,10,3.6,mb,23,157.9,,1.24,us,usp000gg13,2014-11-07T01:37:02.022Z,"198 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-30T16:31:12.010Z,30.725,83.131,10,3.7,mb,10,159.5,,1.39,us,usp000gg0r,2014-11-07T01:37:01.993Z,"184 km NNE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-08-30T16:12:55.950Z,30.759,83.302,10,3.5,mb,18,145.1,,1,us,usp000gg0q,2014-11-07T01:37:01.990Z,"196 km NNE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-30T02:09:55.560Z,30.562,83.313,10,4.3,mb,40,110.9,,1.33,us,usp000gfz9,2014-11-07T01:37:01.245Z,"179 km NE of Jumla, Nepal",earthquake,,,,14,reviewed,us,us
2008-08-29T16:14:55.530Z,30.639,83.171,10,3.8,mb,14,145.2,,1.22,us,usp000gfy4,2014-11-07T01:37:01.144Z,"178 km NNE of Jumla, Nepal",earthquake,,,,3,reviewed,us,us
2008-08-29T09:43:15.140Z,30.734,83.386,10,4.9,mwc,97,54.1,,1.01,us,usp000gfxd,2016-11-10T02:00:56.448Z,"199 km NE of Jumla, Nepal",earthquake,,,,,reviewed,us,gcmt
2008-08-29T06:18:17.220Z,30.771,83.426,24.4,4.2,mb,38,95.9,,1.06,us,usp000gfwx,2014-11-07T01:37:01.013Z,"204 km NE of Jumla, Nepal",earthquake,,17.5,,9,reviewed,us,us
2008-08-29T03:52:18.800Z,30.631,83.318,10,4.5,mb,57,97,,0.99,us,usp000gfwf,2014-11-07T01:37:00.983Z,"185 km NE of Jumla, Nepal",earthquake,,,,21,reviewed,us,us
2008-08-29T01:26:41.740Z,30.545,83.247,10,4,mb,22,145.3,,0.81,us,usp000gfw7,2014-11-07T01:37:00.969Z,"174 km NE of Jumla, Nepal",earthquake,,,,4,reviewed,us,us
2008-08-28T07:42:12.140Z,30.64,83.251,10,4.4,mb,26,135.1,,1.23,us,usp000gftj,2014-11-07T01:37:00.609Z,"183 km NE of Jumla, Nepal",earthquake,,,,5,reviewed,us,us
2008-08-28T07:13:35.980Z,30.927,83.401,10,4.2,mb,21,162.6,,1.38,us,usp000gftf,2014-11-07T01:37:00.597Z,"217 km NNE of Jumla, Nepal",earthquake,,,,3,reviewed,us,us
2008-08-28T06:27:11.780Z,30.615,83.131,10,3.6,mb,20,87.1,,1.27,us,usp000gftb,2014-11-07T01:37:00.584Z,"174 km NNE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-28T05:15:13.370Z,30.823,83.609,10,4,mb,11,145.1,,1.47,us,usp000gfsz,2014-11-07T01:37:00.557Z,"219 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-28T03:58:40.270Z,30.349,83.793,10,3.7,mb,12,163.1,,1.44,us,usp000gfsp,2014-11-07T01:37:00.506Z,"179 km NW of Saga, China",earthquake,,,,2,reviewed,us,us
2008-08-27T19:52:58.170Z,30.648,82.84,10,3.6,mb,9,212.8,,0.71,us,usp000gfqw,2014-11-07T01:37:00.158Z,"164 km ENE of Burang, China",earthquake,,,,1,reviewed,us,us
2008-08-27T19:28:21.680Z,30.666,83.358,31.8,4.7,mb,104,97,,0.91,us,usp000gfqu,2014-11-07T01:37:00.144Z,"191 km NE of Jumla, Nepal",earthquake,,11.4,,30,reviewed,us,us
2008-08-27T05:35:18.100Z,27.149,92.012,50.7,4.2,mb,28,154,,1.08,us,usp000gfp1,2014-11-07T01:36:59.932Z,"42 km WSW of Bomdila, India",earthquake,,11.7,,2,reviewed,us,us
2008-08-27T04:49:08.700Z,30.85,83.544,10,4.2,mb,36,61.4,,1.08,us,usp000gfnx,2014-11-07T01:36:59.891Z,"218 km NE of Jumla, Nepal",earthquake,,,,8,reviewed,us,us
2008-08-27T03:24:01.190Z,30.787,83.313,10,4.1,mb,15,190.8,,1.3,us,usp000gfnq,2014-11-07T01:36:59.842Z,"199 km NNE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-08-27T02:04:38.350Z,30.796,83.512,10,4.6,mb,60,95.9,,0.84,us,usp000gfnk,2014-11-07T01:36:59.827Z,"211 km NE of Jumla, Nepal",earthquake,,,,18,reviewed,us,us
2008-08-27T01:35:31.870Z,30.992,83.653,10,4.4,mb,45,131.1,,1.37,us,usp000gfnf,2014-11-07T01:36:59.764Z,"237 km NE of Jumla, Nepal",earthquake,,,,10,reviewed,us,us
2008-08-26T23:54:23.770Z,30.659,83.284,10,5,mb,137,45.2,,0.89,us,usp000gfn9,2014-11-07T01:36:59.744Z,"186 km NE of Jumla, Nepal",earthquake,,,,58,reviewed,us,us
2008-08-26T21:42:31.450Z,30.77,83.353,21.6,3.6,mb,24,109.6,,0.91,us,usp000gfmv,2014-11-07T01:36:59.721Z,"200 km NE of Jumla, Nepal",earthquake,,19.7,,3,reviewed,us,us
2008-08-26T18:33:28.820Z,30.635,83.137,35.8,3.7,mb,15,159.9,,1.01,us,usp000gfmh,2014-11-07T01:36:59.599Z,"176 km NNE of Jumla, Nepal",earthquake,,14.5,,4,reviewed,us,us
2008-08-26T17:09:40.130Z,30.361,82.668,10,3.6,mb,8,192.5,,1.6,us,usp000gfmb,2014-11-07T01:36:59.586Z,"129 km NNE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-26T16:23:42.780Z,30.644,83.239,29.4,4.2,mb,23,123.5,,1.04,us,usp000gfm6,2014-11-07T01:36:59.578Z,"182 km NE of Jumla, Nepal",earthquake,,23.7,,3,reviewed,us,us
2008-08-26T16:23:28.180Z,30.844,83.524,3.3,4.3,mb,17,160.5,,0.82,us,usp000gfm5,2014-11-07T01:36:59.576Z,"216 km NE of Jumla, Nepal",earthquake,,34.4,,3,reviewed,us,us
2008-08-26T13:56:16.130Z,30.781,83.294,10,3.7,mb,8,190.9,,1.33,us,usp000gfkx,2014-11-07T01:36:59.559Z,"198 km NNE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-26T13:30:00.060Z,30.688,83.311,10,4.6,mb,10,196,,1.16,us,usp000gfkt,2014-11-07T01:36:59.552Z,"190 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-26T11:28:55.670Z,30.794,83.322,10,3.6,mb,15,190.8,,1.18,us,usp000gfkn,2014-11-07T01:36:59.543Z,"201 km NNE of Jumla, Nepal",earthquake,,,,1,reviewed,us,us
2008-08-26T11:22:18.200Z,30.874,83.509,10,4,mb,13,172.2,,1.02,us,usp000gfkm,2014-11-07T01:36:59.542Z,"218 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-26T10:59:43.400Z,30.708,83.248,10,3.8,mb,15,164.5,,1.23,us,usp000gfkk,2014-11-07T01:36:59.540Z,"189 km NNE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
2008-08-26T10:03:35.140Z,30.584,83.326,10,4.1,mb,17,135,,1.04,us,usp000gfkh,2014-11-07T01:36:59.513Z,"182 km NE of Jumla, Nepal",earthquake,,,,2,reviewed,us,us
